Customer Review,Emotion
"mantaapp, ringan rasanyaa, mantul produk dalam negeri..",Happy
brg sdh diterima dg baik thanks,Happy
"baguuuus, sesuai dengan pesanan. semoga sukses selalu..",Happy
"mantap, sukses terus tokonya",Happy
pelayanannya oke,Happy
barang bagus sesuai deskripsi,Happy
terima kasih barang mantappp,Happy
bagus dan sesuai pesanan,Happy
mantappp,Happy
"kemasan rapih, aman, barang lengkap n harga terjangkau. seller n bang kurir jg ramah. mksh utk tokopedia",Happy
mantap...!!!,Happy
alhamdulillah brng sdah sya trima. recomended,Happy
"pengiriman cepat, pesanan sesuai, packing aman, baru mau coba mbakoan next cari bako yg rasa lain, mtr nuwun",Happy
mantap berkualitas,Happy
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",Happy
mantep keren oke barang nya,Happy
hasilnya bagus dan sangat memuaskan terimakasih tokopedia.??????,Happy
"pengiriman cepatt, barang sesuai pesanan, harga terjangkau... joossss",Happy
mantaaap ??,Happy
mantap... pengiriman sangat cepat .... produk aman ..,Happy
puas..??????,Happy
"terimakasih,, barangnya da nyampe",Happy
mantul dan recomanded,Happy
packing good ??,Happy
"makasih ,, barang jadi aman sampai di tujuan,",Happy
"respons cepat, barang ok semua. terimakasih seller dan toped.",Happy
packing aman.... makasihhhhhh,Happy
okkkkk pokoknya......,Happy
barang jadi lebih aman dan pembeli tenang,Happy
ds sukses terima kasih atas kerjasamanya sist,Happy
peking aman dan rapi.. puas,Happy
packing rapih terimakasih,Happy
slalu ok belanja disini,Happy
lampunya terang. pas di kepala. produk yang diterima lengkap.,Happy
"barang sesuai gambar, pengiriman juga cepat.",Happy
berfungsi dengan baik.,Happy
pembelian kesekian kalinya! puas??. packing aman ??. kuat dan kokoh.,Happy
produk yang diterima lengkap. lampunya terang. pas di kepala. pengiriman standard. paket sampai dengan aman. makasih,Happy
terima kasih barang sampai dan sesuai deskripsi,Happy
bagus.. sesuai deskripsi,Happy
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Happy
"barang sudah diterima nih kak, makasih yaa",Happy
"nyaman, ga licin, mantebbb",Happy
produk original ??,Happy
produk original ??. nyaman dipakai ??. dijamin termurah.,Happy
"sudah kesekian kali saya belanja produk atalon, sangat puas. pengirima cepat, produk original bahannya pun nyaman di pakai. pokoknya recommended buat pecinta olahraga lari dll... produk original ??. dijamin termurah. nyaman dipakai ??.",Happy
"pas mantab... sebelumnya sempat keabisan stock, tapi akhirnya skrg kebagian juga",Happy
produk original ??. nyaman dipakai ??.,Happy
"udah berkali beli disini, adminny bener sopan & sangat responsive, sempet salah ukuran langsung bisa retur buat ganti ukuranny, proses mudah & cepatt! emg the best atalon!",Happy
bagus� ???? bahannya enak,Happy
"nyaman dipakai ??. enak sih dipakai, kantong belakang ngebantu banget buat nyimpen hape.",Happy
"barang cakep, bahan adem, kantong juga lega plus ada resleting, pengiriman cepat, terbaik",Happy
"nyaman dipakai ?? bahannya enak, fitting buat lari banget. kekecilan sebenernya, tapi tenang ada garansi 45 hari & bisa tuker size produk original ??",Happy
produk original ??. dijamin termurah. nyaman dipakai ??.,Happy
"packing rapih, cepat dan produk sesuai deskripsi. recommended seller ??",Happy
"terima kasih, barang sudah diterima. cukup bagus bahan n designnya. nyaman dipakai.",Happy
bagus dan ini order saya yang kedua.,Happy
sudah diterima dengan baik. produk sesuai dan nyaman dipakai. terima kasih.,Happy
enak celananya nyaman dipakai,Happy
barang bagus sesuai expectasi. nih order lagi. keep up the best quality and service.,Happy
berfungsi dengan baik.,Happy
"sesuai pesanan yaa, lama bgt smpx tp kualitas bahan mantap ??. dijamin termurah. berfungsi dengan baik.",Happy
seluruh barang diterima dalam keadaan baik dan sesuai deskripsi. terima kasih.,Happy
kencang dan nyaman. aman untuk aktivitas. dijamin termurah.,Happy
sesuai pesanan mantap,Happy
barang telah sampai dengan packaging yg bagus,Happy
"bahannya adem banget ini yang saya butuhkan ,, murah kualitas ga murahan thanks seller dan tokped",Happy
jadi semangat mancing.,Happy
joss produknya.. toko respon cepat,Happy
mantap ... cepat sampai ...,Happy
nyaman dipakai yoga ??. produk sesuai ekspektasi.,Happy
cepat memproses pengiriman. dipacking aman dan rapih.,Happy
"mantap?? barang bagus banget, seller ramah dan responsif",Happy
"lucu,, thankyou",Happy
good,Happy
akhirnya bisa punya koleksi juga walau cuma 1. next lebih banyak lagi koleksi bt21 nya. thank you,Happy
"produk sesuai deskripsi. packing rapi dan aman. thanks, ubs ??",Happy
"pengiriman cepat, aman, thank you ubs",Happy
alhamdulillah sampai,Happy
"packingnya cukup oke, ada segelnya jadi aman. kelengkapan 6 elemennya juga ada",Happy
pesanan sudah diterima dengan baik dan sesuai orderan. makasih ya...,Happy
"fast respon, pengiriman cepat",Happy
pertama x custom dan hasil ny sesuai request,Happy
"bagus, pengiriman cepat",Happy
bintang yang berbicara,Happy
mantullllllll,Happy
"produk sesuai, pengiriman cepat dan packaging aman. terima kasih seller!",Happy
"kualitas barang cukup bagus, sudah sering belanja di toko ini, kemasan sederhana",Happy
"cepatt sampainya, barang asli, dan adminnya ramah",Happy
mantap cepat tepat,Happy
sudah ke 2x beli disini .. barangnya asli dan penjualnya baik sekali .. terima kasih kak .. ????,Happy
"fast respons, original, mulus, pengiriman cepat, seller ramah dan tidak sombong ???? harga tolong dimurahin lagi",Happy
barang sesuai & cepat sampai,Happy
"barang original, aseli dan aman",Happy
sudah diterima dengan baik. terimakasih,Happy
selalu puas dan langganan pengiriman super cepat top pokoknya??,Happy
udah repeat order 3x disini. so far puas ??,Happy
respon cepat terimakasih,Happy
"dapet certi eye 2022 , berarti memang terbaru. terimakasih banyak",Happy
"barang ok, pengiriman cepat, packing aman",Happy
"mantul dan saat pengiriman diterima oleh saya langsung, jadi terjamin aman.",Happy
terpercaya,Happy
makasih ya. barang sesuai pesanan lgsung cek certieye nya. packingnya mashaallah rapi bener dan safety. semoga sukses selalu.,Happy
dijamin asli barangnya cuma packingnya pengirimannya sederhana sekali?? sampai ada lembar soal anak sd,Happy
"produk original, packing aman, seller fast respon, kurir ramah, promo tokped terpakai ??",Happy
"packaging aman banget, proses cepet. thankyou",Happy
"mantab, pelayanan cepat dan barang original",Happy
"terima kasih, spatoeid. packaging rapi, aman dan pesanan komplit??",Happy
"pengiriman cepat, packing aman",Happy
alhamdulillah barang sudah sampai di rumah saya sangat senang sekali terimakasih banyak,Happy
"mantap, selalu ok sesuai produk deskripsi",Happy
"cepat, rapih dan aman. saya mau beli lagi nanti ya",Happy
sangat puas sdh berkali2 belanja disini pelayanannya ramah dan pengiriman super rapih dan cepat,Happy
kartu bekerja dengan baik begitupun sellernya yang sigap menjawab semua pertanyaan..,Happy
istimewa... akurat dan dicetak dengan sempurna,Happy
puas dan gercep banget seller nya. pesan dua kartu dan dua duanya berfungsi dengan aman. terima kasih.,Happy
produk bisa dipakai dg baik. semoga awet. fast respon.,Happy
"akses sukses digunakan, sangat mudah buat yang punya hp nfc bisa kirim ss dan kartu langsung dikirim",Happy
"puaasss selalu langganan disini bikin duplikat akses ku , proses cepat , eh ada bonus nya juga ya , terima kasih kak ??",Happy
pelayanan sangat memuaskan,Happy
"tidak pernah mengecewakan, hasil terbaik. untuk ngirim kartu selembar aja pake kotak tebal. terima kasih, sukses selalu.",Happy
"fast response, produk juga dikirim balik oke banget ????",Happy
selalu puas... mantab,Happy
ok guys mantap berfungsi dengan baik,Happy
"seller helpful banget, barang sudah diterima dengan baik dan sudah di tes ????",Happy
bagus..... berfungsi dengan bagus..... mantap.,Happy
"bahannya bagus, bentuknya lucu .",Happy
"model dan warnanya manis, kwalitas bahannya bagus...",Happy
kualitas luar biasa,Happy
barang bagus. pengirim cepat. s3moga bermanfaat,Happy
"packingan aman dan rapi.. barangnya bagus.. makasi oxihom, tokopedia dan j&t express..",Happy
"barang lucu dan unik, pengiriman barang jg cepat.",Happy
"memuaskan banget. pembelian ke2 ke korea, beli pertama ke vietnam... selalu puas, lgs konek bgt nyampe tempat tujuan...",Happy
puaass belanja di seller ini,Happy
"wowww... thanks banget untuk kartunya, sangat amat menolong sekali buat backpackeran dikorea",Happy
mantabh surantab.. customer service nya very very reliable.. kartu nya dahsyat signal tetep seteroooong dibawa ke pelosok korea.. makasih yah kak,Happy
"proses cepat, kartu sim card dapat digunakan di pulau jeju dengan lancar tanpa ada halangan, makasih kenikura ??",Happy
"harga murah, respon penjual cepat dan ramah. makin sukses ya.. trims",Happy
"sim card ok, mudah dipasang dan mudah langsung di gunakan",Happy
response selalu cepat. barang sampai cepat. tidak pernah masalah. kartu langsung aktif,Happy
berfungsi dengan baik di korea,Happy
"sangat cepat responnya, sangat banyak membantu. terimakasih banyak",Happy
"cs ramah dan fast response, produk baik dan lancar digunakan di korea",Happy
puas.. kartu bisa lngsung dipake di korea. tanpa masalah..,Happy
produk berjalan dengan lancar dna sangat membantu bila bepergian keluar negeri,Happy
"respons penjual sangat baik, pengiriman sangat cepat.",Happy
best value for money buat keliling eropa 3 minggu ongkosnya cuma segini.,Happy
mantap ini penjualnya fast response dan ramah sekali,Happy
sangat berguna. bermanfaat dan lancar digunakan di swiss,Happy
"puas banget, admin ngejelasin detail bgt. trus pas dipake gak ada kendala sama sekali, pokonya top banget deh",Happy
produk sesuai deskripsi penjual. penjual komunikatif dan cekatan. semoga tidak ada kendala saat pemakaian. thanks seller!,Happy
"great service, pelayanannya super cepat dan memuaskan semua yg saya tanyakan dijelaskan dengan sabar dan jelas",Happy
"harganya ok banget + dpt cashback lagi! very fast response, ga ada kendala check in. mantap!",Happy
"bagus, pelayanan cepat tanggap, sopan dan sangat jelas",Happy
terima kasih atas pelayanannya yg memuaskan. sukses selalu,Happy
"seller ramah n reapon cepat, packing rapi, thanks seller..",Happy
packing cepat respond cepat,Happy
tidak ada kendala saat penukaran di jepang. trm ksh,Happy
pengiriman cepar. barang bagussss.,Happy
"good seller, ramah dan proses cepat",Happy
"barang sesuai pesanan, proses cepat, thanks seller..",Happy
harga terjangkau di bandingkan jrpass di tempat lain. penukaran nya juga tanpa masalah. next time pasti order kesini lagi.,Happy
"produk baik sesuai deskripsi, cs juga sangat responsive dan helpful. thank you :)",Happy
produk sesuai deskripsi. good communication. fast response.,Happy
"respon cepat, barang dpt digunakan dengan baik",Happy
"terima kasih atas pelayanan nya, sangat memuaskan.",Happy
tepat waktu dan sesuai pesanan,Happy
"murah, simpel, sampai sana tinggal tukar",Happy
harga terbaik.. ada cashback.. adminnya cepat responnya. makasih banyak,Happy
"puas ama pelayanannya, ngeladenin pertanyaan2 ama request an di penuhi smua ama pihak hotelnya, best view pula ngadep ke zen deck nya",Happy
pelayanan cepat dan memuaskan,Happy
terima kasih sudah dibookingkan di sini. pengalamannya baik semua. lancar dan dapat kamar bagus.,Happy
pengiriman cepat buku dalam kondisi baik,Happy
"puas , cuma untuk kemasanya kurang aman ya karna tidak pakai bublewrap , pake map coklat gitu , mapnya sobek ujung nya untung bukunya aman",Happy
"barang original dan masih segel, proses cepat, tidak sampai satu hari barang sudah sampai padahal pengiriman menggunakan bebas ongkir, barang dibungkus dengan bubble wrap tebal saat pengiriman, jadi aman.",Happy
"isi buku sangat berkualitas. buku diterima baik walaupun packaging hanya dibungkus bubble wrap. beruntung tidak basah kehujanan, packaging perlu ditingkatkan keamanannya.",Happy
"buku pasti ori, sesuai pesanan, proses pengiriman cepat, dapet harga murah pas bookcarnaval.",Happy
sesuai deskripsi tapi pemrosesan untuk dikirim lama,Happy
"buku sedikit cacat di bagian kertas, tapi overall mantap",Happy
pengemasan cepat dan datang nya juga cepat. thank you seller and kurir,Happy
barang tiba dengan cepat sesuai standar pengiriman. tapi untuk kondisi buku ada cacat di tepi buku. tapi gapapa,Happy
"bukunya sampai dengan selamattt, tapi sayang banget di beberapa sudutnya ada sedikit damage",Happy
pengiriman cepat sampai dan baik,Happy
"buku sampai dengan kondisi aman dan baik, pengemasan dan pengiriman lumayan lama",Happy
"barang nya cepat sampai, dan nyampe di tangan aq dalam keadaaan baik, tulisan nya juga jelas banget, dan berwarna jadi ga bosen liat nya",Happy
"maaf baru kasih ulasan.. buku nya bagus, berwarna, tulisan nya juga jelas, tapi ada di brapa halaman lem nya gx kuat ya, jadi pada copot lembaran nya.. seller, dan kurir oke",Happy
sampai dengan selamat,Happy
buku udah pasti original dan sangat bagus dengan pengemasan super aman hanya saja pengirimannya lambat,Happy
barang cepat sampe. penjual fast respond. cuma dpt produk yg covernya agak lecek.,Happy
"bagus barangnya ga cacat, pelindungnya tebel, pengirimannya cepet banget",Happy
defect dikit di ujungnya tp gpp,Happy
"cepet banget pengirimannya, pengemasannya pun cepat dan dengan plastik bubble yg tebel banget jd aman.",Happy
"pesanan aman dan pengirimannya cepet. seller juga responsif. bukunya ternyata gak tebel. thanks seller, bukunya sampe dalam keadaan aman. sayang aja gak kebagian bookmarks nya periplus pdhl belanja banyak.",Happy
bubble wrap tebal. original. kualitas baru dan baik.,Happy
service pengiriman cepat,Happy
terimakasih barang sudah sampai dengan selamat,Happy
"barang sudah sampai, packing bagus",Happy
"buku ori, pengiriman cepat dan aman pakai bubble wrap",Happy
pengiriman standart dan buku sampai dengan aman,Happy
"pengiriman cepat, buku sampai dengan selamat, keadaan buku baik baik saja, buku tidak ada cacat dan kekurangan",Happy
"pengiriman cepat, packing rapi dan aman. barang nya sesuai gambar. maaf gak sempat di foto",Happy
"barang sampe bungkusnya udh sobek, untungnya bukunya masih aman walau ujungnya sedikit rusak",Happy
"ujungnya sedikit robek dan rusak, tapi secara keseluruhan baik",Happy
"bonus kalender nya lecek2, buku ok",Happy
"saya kira bukunya gede ternyata kecil, selain kecil tidak tebal juga. untuk packing lebih di tingkatkan lagi karena bukunya ujungnya basah. selebihnya termasuk respons bagus ..",Happy
"so far barang yg aku terima bagus no cacat, tp barang ini agak cacat di covernya, kynya dr pengiriman karena pas sampe packingnya dah kebuka gak tau kynya di sobek buat ngeliat isinya sm si kurir atau gmna jdnya bukunya kegesek huhu sedih sih tp untungnya cm cover doang gk sampe ke dalem",Happy
"fast reponse , barang beberapa halaman ada yang blank",Happy
barang bagus sesuai gambar tapi gaberwarna,Happy
"isi buku bagus, saya beli sekalian minta disampul. tetapi halaman-halaman banyak yang menyatu, harus kita potong dengan cutter atau pisau secara manual. sebenarnya saya tidak masalah tetapi saran saya sebaiknya seller memeriksa kembali barang sebelum dikirimkan dan memberitahu apabila ada kecacatan. kemudian bila ada konsumen yang chat setelah barang sampai jangan cuman diread saja. semoga bisa jadi bahan intropeksi dan membuat tokonya lebih maju",Happy
pengiriman lama. cuma penjualnya responsif. blm bisa kasih bintang 5,Happy
"bukunya sesuai, pengiriman cepat namun diletakkan begitu saja di lantai tanpa pemberitahuan/komunikasi dari kurir jika barang mau diletakkan/dititipkan, ada defect minor pada buku, tolong tingkatkan lagi kualitas packaging dan koordinasi dengan kurir",Happy
"over all bagus, hanya pengirimannya sedikit bermasalah, terimakasih",Happy
packing ok di dalem di kasih bubble wrap. buku juga ok isinya gk ada yg cacat cuman syang pinggiran buku nya sedikit rusak. overal cukup puas beli di sini. tunggu orderan sya selanjutnya,Happy
